418653,tfc,7,1303
422949,tfc,59,357
426993,tfc,28,991
427430,tfc,46,498
430904,tfc,41,839
433057,tfc,46,901
434754,tfc,10,379
437324,tfc,57,231
441135,ybs,77,953
441624,ybs,75,651
444230,ybs,36,953
444358,ybs,24,851
445807,ybs,2,1277
448483,ybs,29,289
448841,ybs,24,261
449196,ybs,70,664
450350,ybs,38,433
453081,ybs,67,96
456154,ybs,94,1431
456769,ybs,93,910
460183,ybs,35,821
461303,ybs,85,1064
464914,ybs,11,905
469847,ybs,40,980
473644,ybs,2,1372
474800,ybs,97,598
475190,ybs,80,521
477697,ybs,69,1431
481092,ybs,10,393
482301,ybs,44,263
487041,ybs,26,565
490167,ybs,53,461
493284,ybs,42,1215
496317,ybs,24,409
500486,ybs,67,752
503258,ybs,27,1299
505881,ybs,55,742
507455,ybs,10,778
508223,ybs,11,80
509534,ybs,63,1245
512023,ybs,96,101
513975,ybs,97,735
518184,ybs,49,1452
523130,ybs,59,558
524953,ybs,82,342
527693,ybs,86,269
529587,ybs,58,868
530847,ybs,63,904
530923,ybs,84,154
532894,ybs,83,323
533377,ybs,40,1335
537917,ybs,12,259
542076,ybs,68,803
544314,ybs,15,1395
545270,ybs,97,217
548331,ybs,65,344
549165,ybs,91,689
553045,ybs,72,843
554532,ybs,26,373
556126,ybs,27,1158
560254,ybs,45,478
561650,ybs,94,439
561884,ybs,15,831
562352,ybs,84,341
567038,ybs,24,40
570014,ybs,98,58
571608,ybs,43,337
575678,ybs,31,5
575885,ybs,32,460
579611,ybs,4,186
584591,ybs,4,1493
585799,ybs,97,539
588450,ybs,72,358
591260,ybs,97,675
596256,ybs,83,1221
598557,ybs,9,1360
600800,ybs,46,932
601561,ybs,54,1399
604146,ybs,80,1165
608899,ybs,60,560
612343,ybs,82,912
616763,ybs,15,835
617356,ybs,13,1102
622324,ybs,62,1091
623395,ybs,76,767
624751,ybs,50,1248
625321,pfp,28,34
628968,pfp,3,214
632346,pfp,61,97
634102,pfp,77,1353
637826,pfp,65,1400
642562,pfp,38,682
645169,pfp,46,818
647052,pfp,7,649
648337,pfp,20,136
651331,pfp,88,840
652738,pfp,12,1385
655489,pfp,25,668
660443,pfp,70,740
664725,pfp,19,961
665709,pfp,25,138
666077,pfp,78,1316
667948,pfp,23,1025
669018,pfp,85,114
674001,pfp,57,355
675129,pfp,14,857
677836,pfp,22,366
678445,pfp,66,1103
678747,pfp,25,406
681421,pfp,90,1305
684630,pfp,42,881
686288,pfp,12,1347
686598,pfp,79,169
690129,pfp,96,295
692304,pfp,45,58
695960,pfp,62,830
698222,pfp,39,635
698614,pfp,55,1174
702876,pfp,13,168
705040,pfp,93,1395
705964,pfp,4,1370
707451,pfp,59,484
709904,pfp,66,1051
710305,pfp,91,1171
714751,pfp,43,197
719586,pfp,39,535
721715,pfp,25,1079
722772,pfp,31,204
725194,pfp,98,1482
729261,pfp,50,1162
729876,pfp,31,762
734769,pfp,2,785
737383,pfp,38,1231
738748,pfp,11,689
743228,pfp,95,80
743848,pfp,69,116
747211,pfp,91,901
750727,pfp,74,644
753731,pfp,49,1109
758560,pfp,1,403
760021,pfp,70,1469
764038,pfp,49,1164
767370,pfp,13,605
769691,pfp,94,1378
773075,pfp,72,1075
773415,pfp,10,558
774201,pfp,33,117
776968,pfp,7,1406
781292,pfp,27,471
782392,pfp,6,848
783279,pfp,46,242
783505,pfp,90,935
784881,pfp,47,587
784915,pfp,69,637
786237,pfp,69,37
787078,pfp,9,349
787505,pfp,76,1298
790737,oro,88,1392
795071,oro,59,676
799255,oro,4,1132
800060,oro,26,1193
801338,oro,36,326
803659,oro,19,321
806935,oro,22,357
809283,oro,23,458
814039,oro,65,143
816469,oro,96,922
819420,oro,93,985
822259,oro,5,502
824294,oro,52,763
824500,oro,31,994
825779,oro,84,1397
828413,oro,15,983
828432,oro,2,297
830449,oro,8,141
834671,oro,30,1303
835695,oro,58,481
836436,oro,42,379
837053,oro,93,1438
839159,oro,91,920
841389,oro,59,252
843405,oro,42,251
848156,oro,7,1048
851072,oro,63,790
853505,oro,85,47
857163,oro,43,874
859539,oro,84,1190
861166,oro,91,362
863334,oro,18,1479
865934,oro,98,264
866648,oro,86,946
867555,oro,1,624
870215,oro,87,1057
872014,oro,43,619
876711,oro,63,1327
880684,oro,26,756
880775,oro,39,1227
884501,oro,96,765
887857,oro,16,1279
890989,oro,91,289
895332,oro,86,932
896610,oro,83,1238
897128,oro,90,652
901043,oro,30,1265
904052,oro,27,1378
906723,oro,54,545
909996,oro,81,1032
911760,oro,57,1359
915346,oro,33,1333
918808,oro,11,904
921436,oro,2,1312
924868,oro,90,359
926252,oro,53,351
930138,oro,2,1233
931369,oro,8,813
935508,oro,25,1342
938842,oro,26,221
943363,oro,12,1233
944476,oro,95,1083
947621,oro,6,400
947905,oro,92,1089
950634,oro,71,570
952176,oro,96,1439
953633,oro,98,779
953840,oro,38,759
954416,oro,30,127
954781,oro,79,941
958064,oro,77,1486
962110,oro,16,237
962622,oro,99,158
964845,oro,62,711
967254,oro,27,1491
969226,oro,3,665
973859,oro,73,821
975259,oro,29,1276
975425,oro,59,1310
977656,oro,5,797
981605,oro,58,1154
984925,oro,37,775
986636,oro,56,511
990285,oro,94,192
991928,oro,45,814
992204,oro,42,315
994832,oro,35,1014
998310,oro,69,111
1000097,oro,39,1449
1002156,oro,7,1327
1002969,oro,51,667
1007245,oro,84,1214
1009266,oro,82,1370
1013293,oro,46,1226
1016986,oro,92,581
1020978,oro,80,1417
1025645,oro,30,1491
1028876,oro,71,826
1030105,oro,82,737
1033757,bna,7,1003
1035666,bna,33,953
1037883,bna,89,899
1038709,bna,92,651
1040931,bna,28,222
1043364,bna,14,320
1045609,nab,40,1353
1047036,nab,31,1136
1048165,nab,1,594
1048995,nab,46,170
1052067,nab,28,1322
1053926,nab,64,32
1056286,nab,3,714
1059023,nab,69,933
1062287,nab,92,1278
1066384,nab,99,1155
1069044,nab,14,923
1072709,nab,55,801
1072996,nab,59,565
1074430,nab,100,420
1077413,nab,3,1269
1079533,nab,80,798
1080416,nab,72,1290
1080786,nab,24,1270
1085138,nab,67,98
1089845,nab,51,1286
1093235,nab,25,561
1094613,nab,53,1073
1099404,nab,47,601
1101723,nab,66,1128
1105333,nab,100,237
1108802,nab,16,1045
1110228,nab,4,421
1112761,nab,13,929
1114756,nab,43,288
1116283,nab,66,1277
1117186,nab,37,406
1117909,nab,35,81
1119507,nab,94,1030
1124149,nab,24,585
1124288,nab,77,650
1126179,nab,59,347
1130930,nab,10,1118
1133042,nab,24,838
1134845,nab,51,974
1135293,nab,57,1331
1137557,nab,57,1048
1141215,nab,81,1443
1145885,nab,58,1052
1147230,nab,17,107
1148669,euy,68,936
1151802,euy,89,57
1156421,euy,97,596
1161095,euy,5,501
1163583,euy,30,1297
1164057,euy,98,506
1167270,euy,16,579
1169516,euy,5,1075
1171073,euy,37,1284
1172683,euy,66,43
1176032,euy,79,412
1178392,euy,52,1198
1182697,euy,62,837
1186448,euy,37,765
1190910,euy,33,1166
1194821,euy,57,203
1197378,euy,96,7
1197661,euy,19,1403
1200676,euy,41,53
1204660,euy,65,123
1207675,euy,79,156
1210660,euy,15,1497
1210802,euy,59,120
1213971,euy,59,434
1216890,euy,80,1043
1217376,euy,95,643
1222023,euy,17,826
1223007,euy,79,687
1227247,euy,55,307
1228962,euy,39,598
1228969,euy,2,501
1231089,euy,42,811
1232327,euy,21,806
1237047,euy,53,1154
1240320,euy,83,714
1242263,euy,18,10
1244881,euy,12,921
1249706,euy,8,1199
1254119,euy,87,551
1255316,euy,25,810
1257722,euy,74,1319
1258298,euy,19,826
1262348,euy,6,692
1266668,euy,51,1191
1270730,euy,30,701
1275334,euy,74,1167
1277839,euy,38,1275
1280576,euy,68,315
1282136,euy,57,678
1283871,euy,2,616
1288657,euy,48,351
1292918,euy,45,790
1293451,euy,3,47
1295353,euy,88,52
1298991,euy,97,663
1301772,euy,7,395
1301837,siy,63,1133
1306576,siy,72,685
1310955,siy,50,990
1312725,siy,64,492
1315420,siy,21,1212
1316721,siy,87,731
1320450,siy,97,487
1324932,siy,100,202
1326006,siy,81,586
1330926,siy,99,898
1334326,siy,95,1041
1335004,siy,25,434
1339052,siy,54,1152
1342255,siy,98,1131
1344019,siy,42,11
1348691,siy,3,781
1348976,siy,93,1058
1351407,siy,54,1032
1353180,siy,17,1105
1357642,siy,79,1490
1360374,hyt,75,879
1361215,hyt,78,491
1362282,hyt,97,129
1365933,hyt,96,12
1369104,hyt,34,929
1369216,hyt,31,161
1372719,hyt,34,548
1377693,hyt,24,702
1378568,hyt,68,934
1378631,hyt,23,433
1381924,hyt,5,181
1384908,hyt,63,34
1387082,hyt,45,661
1389951,hyt,65,664
1393422,hyt,60,190
1398103,hyt,60,187
1402723,hyt,69,1251
1404456,hyt,40,867
1406775,hyt,31,1151
1410765,hyt,40,713
1413381,hyt,11,651
1415266,hyt,24,922
1417433,hyt,18,1152
1418226,hyt,2,507
1420334,hyt,84,64
1421573,hyt,91,473
1422518,vjv,9,306
1426370,vjv,27,990
1429757,vjv,71,367
1433269,vjv,79,1163
1434768,vjv,23,529
1439225,vjv,6,684
1443361,vjv,38,673
1445003,vjv,39,292
1445410,vjv,23,83
1447375,vjv,19,1077
1452279,vjv,65,824
1453824,vjv,13,622
1454272,vjv,30,136
1456040,vjv,31,1199
1459924,vjv,100,247
1459960,vjv,42,437
1460043,vjv,12,6
1462851,vjv,24,1122
1465700,vjv,92,1342
1469988,vjv,14,172
1472798,vjv,38,740
1473428,vjv,55,645
1474166,vjv,53,369
1474436,vjv,99,421
1477597,vjv,89,1257
1481933,vjv,10,1470
1486271,vjv,99,997
1490341,vjv,12,257
1492819,vjv,39,1096
1496827,vjv,93,1287
1500252,vjv,83,640
1502676,vjv,42,154
1506582,vjv,1,354
1510044,vjv,57,53
1512250,vjv,61,302
1515873,vjv,44,908
1519644,vjv,77,1080
1522621,vjv,36,397
1526722,vjv,50,1036
1526939,vjv,33,179
1531878,vjv,99,344
1533182,vjv,89,1237
1535803,vjv,74,1214
1538689,vjv,46,1033
1542727,vjv,74,373
1543370,vjv,35,964
1546686,vjv,46,1178
1547208,vjv,74,163
1550248,vjv,74,1347
1550912,vjv,26,159
1552284,vjv,70,164
1554420,vjv,99,1088
1556282,vjv,71,1191
1557957,vjv,78,763
1559723,vjv,6,917
1560601,vjv,52,284
1560732,vjv,12,788
1564071,vjv,26,1194
1566592,vjv,1,1157
1568531,vjv,64,1033
1568849,vjv,61,343
1571553,vjv,61,426
1573396,vjv,19,263
1574670,vjv,78,417
1575479,vjv,95,1317
1576430,vjv,77,640
1576711,vjv,64,36
1579050,vjv,48,1004
1581430,vjv,37,1243
1584167,vjv,63,181
1587843,vjv,21,316
1592228,vjv,77,366
1595841,vjv,98,867
1596973,vjv,56,432
1600457,vjv,35,550
1603413,vjv,1,576
1606055,vjv,70,210
1608072,vjv,43,402
1610609,vjv,16,891
1612106,vjv,60,163
1613105,vjv,55,306
1617988,vjv,22,595
1622905,vjv,13,819
1623059,njk,51,972
1626742,njk,25,698
1630719,njk,64,959
1633041,njk,29,1051
1635805,njk,40,1339
1639953,njk,88,1216
1643193,njk,23,1410
1645787,njk,57,65
1649920,njk,47,182
1653012,njk,19,1171
1657067,njk,78,942
1657460,njk,26,1283
1662243,njk,9,1392
1662442,njk,93,395
1665488,njk,64,58
1669910,njk,18,849
1670827,njk,35,786
1675289,njk,24,94
1677900,njk,3,560
1677941,njk,18,710
1678780,njk,35,1330
1678976,njk,89,1475
1679271,njk,32,536
1679472,njk,93,1089
1681162,njk,40,1457
1682547,njk,66,313
1686666,njk,42,90
1689368,njk,79,1227
1689656,njk,45,51
1689983,njk,92,127
1691621,njk,84,132
1693967,njk,95,88
1696414,njk,18,843
1697405,njk,93,101
1697527,njk,38,1389
1700295,njk,31,100
1702871,njk,58,1201
1707348,njk,79,1302
1710215,njk,36,701
1715182,njk,77,1075
1718929,njk,10,13
1721262,njk,60,1198
1723183,njk,11,377
1724112,njk,49,1077
1726273,njk,52,156
1729466,dah,81,158
1729695,dah,3,922
1733722,dah,76,757
1735168,dah,45,939
1738623,dah,57,1333
1740095,dah,66,1252
1741589,dah,32,488
1743638,dah,88,495
1747920,dah,52,95
1751238,dah,28,566
1755095,dah,57,981
1755143,dah,70,1188
1759781,dah,47,267
1761916,dah,72,1424
1765109,dah,30,839
1769754,dah,90,1310
1772712,dah,42,566
1775508,dah,91,910
1778263,dah,24,1254
1782297,dah,2,972
1783629,dah,93,844
1785638,dah,92,692
1787959,dah,11,1175
1788920,dah,50,525
1791127,dah,37,1481
1795631,dah,26,274
1800442,dah,54,172
1803487,dah,27,1206
1806908,dah,66,43
1811848,dah,39,1350
1815913,dah,44,348
1819867,dah,14,836
1823595,dah,11,1246
1825846,dah,61,419
1825855,dah,78,153
1826524,dah,47,1465
1827409,dah,33,1443
1829768,dah,46,309
1832698,dah,71,1065
1834666,dah,69,180
1836918,dah,96,1316
1840093,dah,81,1472
1841308,dah,12,1236
1842793,sws,30,1232
1845679,sws,49,674
1846871,sws,77,33
1850852,sws,34,106
1851718,sws,84,961
1853480,sws,49,608
1857787,sws,27,1031
1861115,sws,78,555
1865836,sws,74,25
1868861,sws,54,1440
1872353,sws,52,1227
1875933,sws,19,876
1877664,sws,90,379
1882326,sws,36,1198
1884566,sws,52,1066
1887890,sws,25,165
1889169,sws,71,1297
1889755,sws,19,199
1892267,sws,53,522
1893485,sws,51,1071
1893783,sws,95,909
1894955,sws,63,1251
1898931,sws,17,380
1900309,sws,74,28
1905012,sws,60,1342
1905114,sws,68,1279
1905514,sws,59,1471
1907849,sws,50,969
1911642,sws,72,782
1915488,sws,40,1052
1917847,sws,80,1081
1922827,sws,72,1050
1927517,sws,82,976
1929470,sws,94,600
1933821,sws,79,246
1936489,sws,64,880
1940629,sws,22,1174
1942275,sws,100,486
1946313,sws,22,1382
1948256,sws,95,1012
1949040,sws,11,554
1951949,sws,38,428
1955094,sws,8,295
1955427,sws,15,254
1959941,sws,88,898
1963526,sws,21,140
1966427,sws,77,259
1967806,sws,78,1118
1971706,sws,61,572
1976498,sws,54,592
1980035,sws,29,829
1984240,sws,35,367
1986729,sws,33,314
1990195,sws,89,693
1991471,sws,31,1445
1992032,sws,2,533
1995076,sws,74,508
1996280,sws,47,1160
1998722,sws,89,459
2002496,sws,88,323
2003891,sws,59,1215
2005749,sws,57,1283
2006298,sws,36,764
2008145,sws,80,783
2011548,sws,46,1397
2012870,sws,67,392
2016228,sws,41,734
2020679,sws,73,1044
2025137,sws,41,468
2028811,sws,21,1455
2028916,sws,55,617
2032284,sws,26,773
2033372,sws,44,381
2037082,sws,26,1018
2041555,sws,56,917
2045549,sws,53,56
2045567,sws,10,873
2047102,sws,63,304
2049148,sws,41,1161
2049312,sws,18,1184
2050548,sws,66,734
2051850,sws,94,1162
2053433,sws,89,944
2055567,sws,88,683
2058642,sws,28,1288
2062300,sws,66,929
2065852,sws,82,626
2067746,sws,22,91
2068314,sws,73,175
2068381,sws,49,247
2070300,sws,81,1153
2073264,sws,60,220
2078059,sws,36,984
2082344,sws,77,564
2082515,sws,83,397
2086108,sws,20,1491
2087457,hox,71,425
2091640,hox,64,941
2094748,hox,33,1287
2098171,hox,24,238
2101746,hox,34,686
2101861,hox,26,157
2105036,hox,100,573
2105544,hox,30,300
2109884,hox,17,894
2113895,hox,16,930
2116442,hox,76,601
2120781,hox,40,566
2123958,hox,54,232
2127762,hox,96,873
2128247,hox,77,215
2129259,hox,18,1472
2129575,hox,82,1363
2131752,hox,57,389
2132813,hox,7,1099
2137055,hox,45,1096
2141648,hox,57,143
2145562,hox,65,1069
2148666,hox,55,879
2150770,hox,75,849
2155276,hox,20,488
2160137,hox,41,108
2161310,hox,42,638
2162298,hox,46,770
2166232,hox,69,1324
2167763,hox,17,378
2171688,hox,62,1427
2175467,hox,36,492
2178573,hox,93,1217
2181238,hox,31,474
2181870,hox,92,1132
2183968,hox,11,590
2184349,hox,3,319
2188128,hox,11,1153
2192662,hox,75,657
2196104,hox,39,259
2197377,hox,24,396
2198725,hox,48,661
2203233,hox,20,1482
2203758,hox,25,1037
2208448,hox,33,668
2211007,hox,70,1027
2213215,hox,90,312
2214875,hox,53,994
2217561,hox,2,1400
2219321,hox,59,71
2223906,hox,78,1012
2227419,hox,30,1452
2229786,hox,95,1239
2232797,hox,74,1107
2233723,hox,87,1498
2237153,hox,83,810
2238687,hox,76,118
2238840,hox,31,1253
2243677,hox,100,754
2247697,hox,93,1381
2249005,hox,62,527
2253721,hox,45,1310
2255209,hox,55,538
2258169,hox,45,924
2260247,hox,91,1112
2261592,hox,1,46
2262712,hox,72,424
2264245,hox,44,1459
2268515,hox,32,51
2272802,hox,12,245
2277752,hox,15,1189
2278876,hox,68,111
2280310,hox,88,606
2282834,hox,70,856
2285381,hox,16,1299
2288071,hox,8,1309
2289032,hox,75,296
2292471,gcl,38,877
2294315,gcl,67,634
2295894,cdx,73,1443
2299334,cdx,97,1008
2301364,cdx,7,1420
2301532,cdx,85,1308
2305378,cdx,3,1380
2306937,cdx,25,1465
2307487,cdx,55,19
2309869,cdx,94,461
2310040,cdx,42,1108
2313667,cdx,65,856
2315592,cdx,72,5
2317919,cdx,61,86
2320749,cdx,6,118
2324367,cdx,32,9
2324465,cdx,99,1384
2328226,cdx,10,278
2331529,cdx,96,848
2334607,cdx,75,1420
2337057,cdx,89,1206
2340595,cdx,65,543
2343511,cdx,86,934
2347355,cdx,85,1074
2352192,cdx,83,41
2353016,cdx,41,884
2354577,cdx,41,345
2355542,cdx,50,209
2360149,cdx,91,907
2360505,cdx,14,653
2362821,cdx,32,492
2363578,cdx,66,575
2367910,cdx,81,1030
2372727,cdx,41,539
2372732,cdx,38,976
2375764,cdx,8,1428
2377037,cdx,12,80
2377832,cdx,75,1011
2379538,cdx,31,1396
2380908,cdx,41,329
2381547,cdx,73,217
2383026,cdx,67,962
2385428,cdx,41,1291
2387532,cdx,40,266
2391041,cdx,69,809
2393723,cdx,53,160
2398198,cdx,97,951
2400233,cdx,63,1458
2405216,cdx,75,1028
2409269,cdx,10,659
2412350,cdx,20,810
2415384,cdx,16,914
2418477,cdx,34,1342
2421377,cdx,42,468
2425793,cdx,22,1411
2429034,cdx,16,555
2433564,cdx,83,894
2438047,cdx,97,20
2441083,cdx,38,1056
2444391,cdx,29,721
2448612,cdx,27,752
2451171,cdx,40,18
2455457,cdx,50,467
2460097,cdx,69,901
2463489,cdx,48,558
2464875,cdx,86,1268
2469024,cdx,14,317
2471789,cdx,57,538
2472871,cdx,69,571
2476919,cdx,2,1213
2477063,yrd,29,394
2479079,yrd,11,853
2482702,yrd,48,550
2486997,yrd,22,188
2490414,yrd,20,872
2491117,yrd,55,1495
2492283,yrd,31,1170
2492546,yrd,91,957
2497106,yrd,47,632
2497234,yrd,81,110
2498184,yrd,45,738
2499005,yrd,55,909
2499661,yrd,48,631
2502847,yrd,49,406
2507488,yrd,39,874
2508852,yrd,24,1085
2511836,yrd,2,1422
2515319,yrd,32,366
2516385,yrd,27,1429
2516601,yrd,67,179
2517848,yrd,79,524
2521576,yrd,85,311
2522910,yrd,38,161
2525501,yrd,65,899
2528896,yrd,53,999
2530154,yrd,60,959
2533252,yrd,84,1133
2534050,yrd,1,261
2537991,yrd,68,1341
2541143,yrd,59,854
2541513,yrd,79,165
2543630,yrd,20,1217
2546480,yrd,85,205
2550759,yrd,99,587
2550851,yrd,42,481
2554094,yrd,18,1468
2555061,yrd,96,167
2558653,yrd,40,1003
2560769,yrd,67,781
2563647,yrd,68,823
2563970,yrd,78,922
2565263,yrd,5,1155
2566692,yrd,43,1034
2570680,yrd,1,206
2570732,yrd,63,1353
2572687,yrd,56,1460
2576401,yrd,13,761
2580665,yrd,14,791
2581365,yrd,51,316
2582332,yrd,6,660
2585584,yrd,14,464
2588928,ocs,38,547
2591352,ocs,87,662
2596222,ocs,72,331
2601010,ocs,65,1179
2605915,ocs,11,692
2608819,ocs,11,560
2613653,ocs,28,1264
2615064,ocs,83,1361
2617293,ocs,83,446
2620702,ocs,89,757
2623674,ocs,19,679
2628355,ocs,90,382
2631646,ocs,67,235
2634639,ocs,71,244
2639073,ocs,95,752
2643654,ocs,45,641
2645885,ocs,96,581
2650386,ocs,16,1072
2653009,ocs,55,1090
2657619,ocs,3,312
2662590,ocs,14,416
2664259,ocs,28,398
2667330,ocs,68,1371
2668932,ocs,95,1186
2669789,ocs,10,853
2673371,ocs,36,896
2674607,ocs,44,93
2677095,ocs,14,1311
2681526,ocs,59,1057
2683398,ocs,3,435
2687603,ocs,47,304
2692300,ocs,81,53
2696490,ocs,20,524
2699055,ocs,55,128
2703571,ocs,54,135
2708089,ocs,83,598
2712675,ocs,91,913
2714322,ocs,67,1252
2716481,ocs,84,986
2719189,ocs,41,1262
2721996,ocs,10,1011
2723356,ocs,45,347
2725191,ocs,73,216
2726307,ocs,18,1171
2730934,oif,89,888
2731105,oif,38,374
2735658,oif,4,867
2737363,oif,24,609
2738706,oif,63,882
2743051,oif,4,88
2747264,oif,21,185
2750122,oif,41,1288
2754170,oif,84,1112
2755705,oif,53,72
2757967,oif,36,442
2762891,oif,48,1104
2766851,oif,99,427
2767817,oif,86,190
2770165,oif,70,860
2773309,oif,5,1006
2775766,oif,27,472
2779940,oif,69,494
2781514,oif,79,1494
2784063,oif,98,1012
2784230,fdx,11,1168
2786787,fdx,60,1414
2788446,fdx,4,1241
2792137,fdx,22,1074
2795170,fdx,81,84
2796693,fdx,68,1389
2798110,fdx,6,94
2798822,fdx,100,604
2802612,fdx,17,332
2806870,fdx,68,368
2808057,fdx,69,1023
2811323,fdx,11,935
2814220,fdx,61,426
2818143,fdx,15,773
2821570,fdx,75,1235
2822604,fdx,53,1341
2825193,fdx,73,992
2825257,fdx,50,293
2827777,fdx,22,770
2831048,fdx,43,583
2834134,fdx,87,443
2838527,fdx,100,751
2841313,fdx,16,899
2841634,fdx,62,423
2843520,fdx,34,828
2844005,fdx,24,226
2845075,fdx,26,1036
2847550,fdx,49,264
2849780,fdx,91,1341
2854386,fdx,96,822
2858015,fdx,53,941
2858069,fdx,74,1003
2858624,fdx,37,548
2861538,fdx,74,1221
2862973,fdx,73,1218
2865017,fdx,67,60
2866966,fdx,25,951
2869740,fdx,45,981
2869753,fdx,2,1134
2872750,fdx,66,1136
2876078,fdx,62,504
2879478,fdx,3,153
2883686,fdx,6,316
2884674,fdx,75,55
2886458,fdx,22,827
2887350,fdx,100,1188
2890668,fdx,89,648
2892064,fdx,20,112
2897030,fdx,34,1058
2901004,fdx,38,549
2903990,fdx,57,85
2907486,fdx,12,742
2908431,fdx,36,320
2912499,fdx,55,1242
2913999,fdx,72,1011
2918665,fdx,92,1281
2922948,fdx,5,680
2926158,fdx,7,1218
2928709,fdx,25,979
2931158,fdx,57,1334
2934732,fdx,27,96
2937475,fdx,66,162
2941069,fdx,55,419
2943408,fdx,19,48
2946151,fdx,5,1491
2948820,fdx,25,88
2952632,fdx,98,283
2953319,fdx,60,1410
2953563,fdx,85,1122
2956854,fdx,79,433
2961464,fdx,62,451
2961849,fdx,17,332
2966424,fdx,1,1444
2968479,fdx,74,735
2972700,fdx,48,390
2972940,fdx,66,488
2977382,fdx,80,652
2979333,fdx,92,1075
2982212,fdx,91,695
2987154,fdx,68,1230
2989146,fdx,58,246
2989912,fdx,36,520
2993317,fdx,85,473
2997379,fdx,53,10
2999207,fdx,8,1449
3000797,fdx,53,688
3002233,fdx,86,70
3007206,fdx,53,600
3008682,fdx,25,1052
3012575,fdx,70,265
3015796,fdx,92,275
3017838,dpg,52,821
3022340,dpg,71,789
3025883,dpg,81,120
3030797,dpg,53,216
3033296,dpg,18,1024
3038113,dpg,1,656
3041134,dpg,99,727
3041544,dpg,44,258
3042167,dpg,16,672
3042794,dpg,13,327
3043897,wfw,58,340
3048138,wfw,53,33
3050569,wfw,16,388
3050810,wfw,93,546
3055727,wfw,53,729
3056549,wfw,54,185
3058569,wfw,23,1404
3062113,wfw,56,367
3065265,wfw,62,572
3066190,wfw,48,1490
3067170,wfw,70,1007
3068339,wfw,42,608
